event_date,latitude,longitude,country_name,landslide_size
2008-08-01 00:00:00,32.5625,107.45,China,large
2007-09-05 00:00:00,43.6846,-114.4194,United States,medium
2009-01-01 22:24:00,45.377,-122.0704,United States,small
2009-01-03 00:00:00,45.521,-122.67,United States,small
2009-01-07 01:41:00,35.507,-83.071,United States,small
2009-01-07 00:00:00,46.11,-122.893,United States,small
2009-01-07 00:00:00,47.432,-122.334,United States,small
2009-01-07 00:00:00,48.72,-122.2,United States,small
2009-01-08 01:00:00,47.538,-122.273,United States,small
2009-01-08 06:00:00,48.929,-122.037,United States,small
2009-01-13 08:50:00,47.7573,-122.2072,United States,small
2009-01-16 13:00:00,1.531,110.3442,Malaysia,medium
2009-01-19 23:00:00,-8.5073,116.662,Indonesia,medium
2009-02-06 00:00:00,34.162,-118.05,United States,small
2017-05-19 20:14:00,36.770029,-83.712126,,small
2011-07-21 00:00:00,29.7334,79.6367,India,medium
2007-03-19 00:00:00,33.8778,74.3333,India,medium
2013-07-21 00:00:00,10.335,123.8725,Philippines,medium
2017-05-30 13:34:00,16.77787239,120.9613282,,small
2011-07-21 00:00:00,30.4043,79.3318,India,medium
2017-07-03 18:04:00,27.83196401,84.54704621,,medium
2011-07-30 00:00:00,39.4274,-107.1291,United States,small
2011-07-30 00:00:00,39.4977,-107.2225,United States,small
2016-09-05 18:04:00,26.324724,94.514651,,large
2016-08-16 19:22:00,27.593,88.492,,large
2012-12-25 03:00:00,11.3169,-60.55,Trinidad and Tobago,medium
2017-07-04 14:33:00,21.61900923,91.92597729,,medium
2013-06-16 00:00:00,30.4954,78.3881,India,medium
2013-06-16 00:00:00,30.885,78.6695,India,medium
2013-06-16 00:00:00,29.7986,80.417,India,medium
2017-05-30 13:34:00,36.27009466,-85.97897289,,small
2016-09-05 18:04:00,26.092493,94.257523,,large
2013-07-17 00:00:00,25.7658,93.9413,India,medium
2013-07-17 00:00:00,25.7131,94.0885,India,medium
2013-07-21 00:00:00,10.329,123.888,Philippines,medium
2013-10-09 00:00:00,47.446,12.3966,Austria,medium
2015-05-17 00:00:00,32.5196,-117.0898,Mexico,medium
2016-09-06 18:52:00,28.145796,84.069015,,large
2016-09-02 18:04:00,27.513641,87.640957,,large
2016-09-04 18:04:00,28.377188,83.498645,,medium
2016-09-07 18:04:00,14.521881,-90.604924,,large
2016-09-06 18:04:00,6.60222,3.351692,,medium
2016-09-08 18:04:00,34.525881,71.398496,,small
2017-07-02 19:39:00,27.90362599,85.91050294,,small
2017-07-04 19:39:00,27.98531715,94.21263589,,medium
2017-07-04 19:39:00,27.97875751,94.26296826,,small
2016-09-08 18:04:00,10.283626,123.821113,,medium
2017-07-03 18:04:00,-44.675943,167.940244,,medium
2016-08-16 12:40:00,28.372874,83.567989,,small
2017-06-25 13:10:00,38.74738889,75.19605556,,medium
2017-06-19 20:14:00,6.622961187,3.381341033,,medium
2017-05-20 20:14:00,-0.58474,37.559988,,medium
2017-05-19 13:15:00,17.06998518,96.82040086,,medium
2017-05-16 13:15:00,44.3517732,-103.7798821,,small
2016-08-14 12:40:00,28.069957,85.01,,large
2017-05-29 13:34:00,45.08144863,41.98700247,,small
2017-06-01 13:34:00,47.67463292,-117.226052,,small
2017-06-05 13:34:00,34.27703802,75.46743478,,small
2017-05-27 13:34:00,16.28332586,80.26097734,,medium
2017-06-29 13:20:00,41.25565464,72.45209341,,medium
2017-05-28 13:34:00,24.89456743,121.7334279,,small
2016-08-09 13:37:00,27.6835,86.1804,,small
2017-06-10 13:27:00,17.1523721,-100.6903727,,medium
2017-05-12 13:28:00,40.48808507,-111.650935,,small
2017-06-01 13:34:00,11.34165808,76.8694278,,small
2017-06-21 18:51:00,32.62803,75.37123,,small
2017-06-24 13:10:00,29.71492436,98.92090376,,medium
2016-08-15 19:22:00,31.581485,78.412784,,small
2017-05-20 20:14:00,30.73315585,79.49231617,,large
2017-06-19 13:15:00,-34.06995509,18.36915952,,small
2017-06-12 13:27:00,13.90074546,74.66018578,,small
2016-08-18 12:40:00,39.978954,70.56256,,medium
2017-06-29 13:37:00,29.60012,80.630002,,medium
2017-06-13 13:27:00,0.744821843,120.5927163,,medium
2017-06-08 13:27:00,38.76361817,-120.3239812,,small
2017-05-28 13:34:00,9.94928114,118.8014459,,medium
2017-06-09 13:27:00,53.98572214,-119.1365358,,small
2017-05-23 20:14:00,27.63630585,110.7318885,,medium
2017-06-06 13:27:00,30.33597362,79.31958144,,small
2016-08-16 12:40:00,29.350849,79.451264,,medium
2017-06-11 13:27:00,14.42827957,74.41606625,,medium
2017-06-12 13:27:00,13.87803507,74.6246332,,small
2017-06-05 13:34:00,26.9653186,88.2667225,,medium
2017-06-21 13:15:00,33.01739981,74.93828041,,small
2017-06-12 13:27:00,22.59420297,92.16404889,,medium
2017-05-20 13:34:00,35.86562803,-121.4323838,,very_large
2016-08-16 12:40:00,42.683128,78.301945,,large
2017-05-19 20:14:00,48.51199102,-118.145399,,small
2017-06-21 18:51:00,32.94818322,75.12206351,,small
2017-01-03 14:34:00,20.66353189,-156.0424592,,small
2017-05-19 20:14:00,43.51364004,-108.1852766,,medium
2017-06-24 20:14:00,36.29586263,-81.743517,,small
2017-06-07 13:27:00,30.94222039,76.80054202,,medium
2017-05-24 20:14:00,16.36626096,120.6312641,,small
2017-06-12 13:27:00,12.89674168,74.85970453,,small
2017-05-25 18:48:00,3.013135465,101.7707724,,small
2017-06-30 13:20:00,33.01346369,74.93530189,,medium
2017-06-21 18:51:00,27.05880384,93.54136779,,small
2017-06-05 13:34:00,53.72832063,-1.959208202,,small
2017-06-19 13:10:00,51.97686189,-122.2792711,,large
2017-06-05 13:27:00,-9.632058442,160.1781839,,medium
2016-08-15 19:22:00,37.513392,111.145575,,small
2017-05-26 16:59:00,25.907233,91.881892,,small
2017-05-18 13:15:00,18.52049393,-74.19608968,,large
2017-01-10 14:27:00,-23.91300145,-65.46576609,,large
2017-06-12 13:27:00,22.59420297,92.16404889,,medium
2017-05-25 16:59:00,6.093508095,80.60687667,,medium
2017-06-10 13:27:00,23.73354779,92.74744512,,small
2017-06-12 13:27:00,13.90074546,74.66018578,,small
2017-05-17 13:15:00,41.60140744,72.67711817,,medium
2017-06-03 13:34:00,24.19467451,91.82931979,,medium
2017-05-21 20:14:00,35.14803123,-81.01035394,,small
2017-06-30 13:20:00,26.92110789,103.2768718,,medium
2017-05-28 13:34:00,24.59383609,121.418086,,medium
2017-05-19 20:14:00,50.868738,11.737339,,small
2017-06-10 13:27:00,-6.714382566,106.6185846,,small
2017-05-24 16:59:00,35.72457989,-83.50704109,,small
2017-05-18 20:14:00,4.193408,114.04228,,small
2017-06-18 13:15:00,44.76558796,-109.4327121,,small
2017-05-26 13:34:00,27.54295099,88.59676956,,medium
2017-06-29 13:20:00,34.78860948,73.51484236,,medium
2016-08-16 17:45:00,46.539613,12.132183,,very_large
2017-07-02 15:17:00,32.23843313,78.06239076,,small
2017-07-01 15:17:00,28.27909521,83.00633062,,medium
2016-08-24 17:45:00,22.33644964,103.8448574,,medium
2016-08-29 14:32:00,19.170539,73.022276,,small
2016-08-25 18:59:00,25.660517,94.104931,,small
2017-07-03 14:32:00,28.107142,84.307977,,large
2017-06-30 13:20:00,27.8077847,84.43754872,,small
2016-08-28 14:32:00,10.679445,-61.521836,,small
2017-06-28 13:20:00,39.39506856,68.54795417,,medium
2016-08-31 14:32:00,27.503555,85.219709,,small
2017-06-26 13:10:00,47.80539609,-117.5532998,,small
2016-08-25 18:59:00,-36.933713,174.57834,,small
2016-08-21 17:45:00,31.45206,78.401303,,small
2016-08-31 14:32:00,28.007828,86.191717,,large
2017-07-03 15:17:00,14.52203442,74.41035052,,medium
2017-06-29 13:20:00,33.18477201,75.80813836,,medium
2016-08-28 14:32:00,30.922325,78.681379,,small
2017-07-02 15:17:00,32.26186432,78.0685005,,small
2017-07-02 15:17:00,32.24637329,78.06616409,,small
2017-05-18 13:15:00,47.96243163,-122.2381187,,small
2017-05-24 20:14:00,27.769793,93.50995626,,small
2017-06-20 13:15:00,15.64525862,-91.43664048,,medium
2016-08-15 19:22:00,29.132062,81.811777,,small
2017-06-29 13:20:00,41.03212867,72.73033802,,large
2016-08-29 14:32:00,30.995694,78.936314,,medium
2016-09-02 18:04:00,27.767046,84.469745,,medium
2017-07-01 14:33:00,24.95178179,94.20340026,,small
2017-07-04 16:00:00,39.81020345,69.52794225,,medium
2016-09-03 18:04:00,50.71962,-1.797239,,small
2016-09-07 18:04:00,-6.589661,106.791206,,small
2016-09-07 18:04:00,22.225713,113.921806,,small
2016-08-06 13:37:00,28.239,82.9415,,small
2017-08-29 13:22:00,19.41286968,73.28423263,,medium
2017-08-29 13:45:00,59.44688356,-135.3213469,,medium
2015-10-21 00:00:00,15.3482,-92.2523,Mexico,medium
2014-09-01 00:00:00,7.7211,125.1335,Philippines,medium
2013-08-18 00:00:00,23.4946,111.2768,China,medium
2007-07-28 00:00:00,15.4014,73.8277,India,medium
2007-01-03 00:00:00,-10.3838,-75.4267,Peru,medium
2007-01-02 00:00:00,54.5494,-3.5875,United Kingdom,medium
2007-01-05 00:00:00,-22.0452,-42.6734,Brazil,medium
2007-01-05 00:00:00,-22.28234635,-42.53636205,Brazil,large
2015-02-15 00:00:00,49.3729,-117.6744,Canada,small
2011-06-27 00:00:00,12.6771,75.2565,India,medium
2012-11-13 00:00:00,-22.2815,-42.5329,Brazil,large
2013-02-17 00:00:00,1.4808,124.868,Indonesia,very_large
2010-02-25 06:45:00,33.9062,-116.8721,United States,small
2007-07-10 00:00:00,7.8098,125.4498,Philippines,medium
2011-04-03 03:20:00,52.6901,-3.8666,United Kingdom,small
2007-10-15 00:00:00,22.5333,89.4,Bangladesh,medium
2012-07-14 00:00:00,45.7153,-121.6406,United States,medium
2007-03-02 23:00:00,38.6009,-77.2682,United States,small
2011-07-16 00:00:00,27.99134853,84.06527738,Nepal,medium
2012-11-21 18:00:00,51.3255,-2.9339,United Kingdom,medium
2013-02-03 00:00:00,46.7191,6.852,Switzerland,very_large
2015-03-16 14:30:00,47.7166,-122.376,United States,small
2014-08-27 20:00:00,26.9226,107.3407,China,large
2007-02-13 00:00:00,50.4444,-4.9527,United Kingdom,small
2013-06-16 00:00:00,30.4619,79.0765,India,medium
2007-12-26 00:00:00,-7.6511,111.1835,Indonesia,large
2007-08-06 00:00:00,57.6778,-2.2651,United Kingdom,medium
2013-08-13 03:00:00,-41.0415,145.8596,Australia,small
2007-12-03 00:00:00,47.3434,-123.1628,United States,medium
2007-10-11 00:00:00,10.0214,-83.9451,Costa Rica,large
2014-11-01 05:05:00,34.2008,-117.6767,United States,small
2015-08-16 13:00:00,28.2576,83.6182,Nepal,medium
2007-09-06 00:00:00,40.4613,-106.8295,United States,small
2013-04-18 00:00:00,40.6545,-89.5567,United States,small
2007-12-04 17:30:00,43.6768,-123.8673,United States,medium
2009-07-03 00:00:00,26.87324244,88.29184021,India,medium
2015-01-05 00:00:00,46.6689,-123.7858,United States,small
2012-07-06 00:00:00,40.6862,-105.3054,United States,medium
2007-08-19 00:00:00,27.4211,85.0249,Nepal,medium
2008-08-19 00:00:00,48.3455,-120.0477,United States,small
2011-02-13 00:00:00,33.33875958,75.1921061,India,medium
2010-08-10 19:00:00,46.6637,-111.7619,United States,small
2007-07-22 00:00:00,25.1424,98.4802,China,medium
2007-02-27 00:00:00,37.7923,-122.4629,United States,medium
2012-01-22 23:30:00,37.7289,-119.7538,United States,small
2007-04-23 00:00:00,37.3385,-2.301,Spain,medium
2008-02-11 00:00:00,47.7463,-121.086,United States,medium
2014-06-19 00:00:00,43.2022,27.912,Bulgaria,small
2008-04-20 00:00:00,18.5283,-72.3224,Haiti,medium
2015-05-23 00:00:00,15.0337,-92.1124,Mexico,medium
2008-06-20 00:00:00,26.885,88.2778,India,medium
2013-05-06 00:00:00,35.5429,-82.7938,United States,medium
2010-12-26 10:00:00,36.8242,-119.7847,United States,small
2016-10-02 00:00:00,-37.8145,143.4041,Australia,small
2009-10-13 00:00:00,36.9566,-121.6815,United States,medium
2007-10-21 00:00:00,24.75,93.4333,India,medium
2014-12-07 09:00:00,49.3418,-123.0023,Canada,medium
2008-04-01 00:00:00,0.1115,113.9171,Indonesia,medium
2013-05-07 19:00:00,3.1564,101.7022,Malaysia,medium
2014-05-10 09:00:00,24.5784,91.7227,Bangladesh,medium
2013-01-17 00:00:00,40.4239,-80.0181,United States,medium
2014-12-12 02:00:00,34.0615,-118.9774,United States,small
2015-07-23 00:00:00,13.7484,-84.778,Nicaragua,medium
2012-12-29 13:00:00,0.771483087,35.56580095,Kenya,large
2015-09-27 00:00:00,14.6277,-90.4862,Guatemala,medium
2007-05-04 00:00:00,6.0327,80.2174,Sri Lanka,medium
2009-10-31 00:00:00,46.1131,-123.2331,United States,small
2013-09-05 23:00:00,47.4289,-120.3614,United States,small
2008-06-12 00:00:00,33.2367,131.5241,Japan,medium
2008-01-10 00:00:00,44.8268,-122.3829,United States,medium
2011-07-03 00:00:00,34.1601,75.496,India,medium
2008-01-15 00:00:00,25.5768,55.652,United Arab Emirates,medium
2015-10-08 02:00:00,27.2625,87.6017,Nepal,medium
2016-10-14 00:00:00,45.5469,-123.9047,United States,small
2015-11-05 00:00:00,9.3496,-83.5565,Costa Rica,medium
2010-03-16 18:00:00,-0.9813,100.6669,Indonesia,medium
2013-07-26 00:00:00,30.2835,79.2498,India,medium
2007-09-22 00:00:00,14.6229,-90.5316,Guatemala,medium
2012-02-22 12:34:00,48.1304,-122.3622,United States,medium
2014-12-12 09:00:00,37.8237,-121.9995,United States,small
2007-08-13 00:00:00,35.273,72.983,Pakistan,large
2007-03-21 00:00:00,33.7033,73.038,Pakistan,medium
2013-04-17 00:00:00,36.8529,-83.3698,United States,medium
2007-11-05 00:00:00,15.234,108.4852,Vietnam,medium
2013-09-08 22:00:00,25.9365,99.3373,China,medium
2016-01-29 00:00:00,2.7664,-75.074,Colombia,small
2015-01-05 01:00:00,46.9959,-123.8975,United States,medium
2011-04-11 00:00:00,-9.938,33.4318,Malawi,medium
2013-04-29 00:00:00,35.6172,-83.0299,United States,medium
2007-10-10 00:00:00,32.4792,117.7081,China,medium
2010-09-15 00:00:00,36.2744,74.7249,Pakistan,medium
2015-09-27 00:00:00,13.3864,-86.6146,Nicaragua,medium
2016-09-29 00:00:00,50.8267,-121.859,Canada,medium
2010-05-27 09:45:00,34.5628,77.6001,India,medium
2014-07-20 23:00:00,28.8389,82.2873,Nepal,small
2014-05-13 09:30:00,40.4301,-80.0017,United States,small
2014-05-15 09:00:00,42.1633,-74.4086,United States,medium
2013-01-31 00:00:00,10.0222,106.5408,Vietnam,medium
2010-03-14 00:00:00,40.635,-91.284,United States,small
2016-03-12 20:30:00,39.7958,-121.4519,United States,medium
2013-12-05 00:00:00,5.4429,100.2975,Malaysia,small
2016-01-06 00:00:00,34.2157,-119.0169,United States,medium
2013-03-18 00:00:00,37.8868,-84.4427,United States,medium
2011-08-10 00:00:00,30.2828,78.3041,India,medium
2015-02-14 09:00:00,21.4007,-157.8224,United States,medium
2008-12-16 00:00:00,34.453,-119.653,United States,small
2007-09-07 00:00:00,1.4833,35.4667,Kenya,medium
2010-01-10 23:00:00,-0.4167,-78.7833,Ecuador,medium
2008-04-13 00:00:00,39.625,-106.4879,United States,small
2011-09-03 19:15:00,45.9547,7.2083,Switzerland,medium
2009-03-21 09:30:00,20.81,-156.1166,United States,small
2007-05-05 00:00:00,-17.56,178.25,Fiji,medium
2014-09-06 00:00:00,32.8468,75.137,India,medium
2010-03-12 00:00:00,42.8214,47.1188,Russia,medium
2015-12-14 00:00:00,0.0482,34.7222,Kenya,medium
2015-03-04 00:00:00,37.8356,-81.969,United States,medium
2016-10-18 09:00:00,47.267,-122.2625,United States,small
2011-04-23 23:00:00,6.7425,-76.1551,Colombia,medium
2013-02-06 21:00:00,-7.2337,109.0605,Indonesia,large
2010-02-18 09:00:00,34.0682,-117.8056,United States,small
2013-08-23 11:00:00,-36.8642,147.2871,Australia,medium
2007-06-25 00:00:00,11.2738,75.8275,India,medium
2016-07-18 00:00:00,30.7313,78.4358,India,medium
2010-08-22 00:00:00,21.7653,104.1608,Vietnam,medium
2012-01-19 00:00:00,44.041,-123.8748,United States,small
2007-08-06 12:10:00,7.365123589,126.0356157,Philippines,large
2012-03-16 09:00:00,45.087,-122.0578,United States,small
2014-04-02 00:00:00,1.7397,98.7845,Indonesia,small
2007-05-23 00:00:00,27.3383,88.6069,India,medium
2013-06-18 00:00:00,44.1047,-72.4328,United States,small
2008-08-10 00:00:00,18.72,73.47,India,medium
2013-04-22 00:00:00,-0.1799,36.5229,Kenya,medium
2007-09-05 00:00:00,27.9167,84.25,Nepal,medium
2013-04-13 18:00:00,-9.5744,160.1445,Solomon Islands,medium
2014-07-15 00:00:00,49.8153,-102.3192,Canada,small
2008-08-07 00:00:00,39.2,-107.23,United States,medium
2016-02-24 04:00:00,38.9519,-81.9082,United States,small
2008-09-03 00:00:00,52.4356,-9.4709,Ireland,medium
2014-07-13 00:00:00,27.5687,85.34,Nepal,small
2007-08-12 00:00:00,1.0439,34.2583,Uganda,medium
2010-12-31 18:00:00,34.4275,-119.092,United States,small
2016-05-10 00:00:00,9.3147,-79.7975,Panama,small
2011-07-16 20:00:00,7.7299,125.0989,Philippines,small
2012-12-26 00:00:00,47.8501,-122.2146,United States,medium
2011-07-12 17:15:00,19.6699,73.5111,India,medium
2012-12-20 12:00:00,45.53,-122.7701,United States,medium
2007-10-14 06:45:00,34.3778,-118.47,United States,medium
2010-05-29 09:00:00,28.11,83.68,Nepal,medium
2013-07-26 09:30:00,34.3006,105.8268,China,medium
2013-01-24 00:00:00,-2.53,140.7161,Indonesia,medium
2013-07-14 00:00:00,30.6738,77.3544,India,medium
2012-12-02 00:00:00,38.7122,-122.0471,United States,medium
2008-02-01 00:00:00,2.3078,97.8297,Indonesia,medium
2009-03-07 00:00:00,-16.3556,-71.4842,Peru,medium
2011-07-21 00:00:00,29.3879,-82.4854,United States,medium
2011-07-15 00:00:00,37.5666,126.9778,South Korea,large
2014-04-03 00:00:00,34.80316285,74.21346155,Pakistan,small
2014-12-31 18:00:00,3.0651,101.7342,Malaysia,medium
2008-02-08 00:00:00,12.9752,77.6092,India,medium
2016-05-22 00:00:00,10.1557,-83.9717,Costa Rica,medium
2011-07-04 00:00:00,39.1904,-106.8152,United States,small
2012-10-09 00:00:00,8.1469,125.137,Philippines,medium
2013-07-14 00:00:00,28.0583,82.402,Nepal,medium
2014-12-02 09:00:00,37.4861,-122.2364,United States,small
2013-12-21 04:00:00,-19.6168,-40.8262,Brazil,medium
2013-07-23 00:00:00,40.4252,-79.8071,United States,small
2007-08-04 00:00:00,16.3922,120.6794,Philippines,medium
2011-03-18 23:00:00,43.3197,-73.9295,United States,medium
2008-04-29 00:00:00,43.3207,-72.0358,United States,small
2007-08-19 00:00:00,43.689,-91.2806,United States,medium
2014-05-10 09:00:00,24.4136,91.7561,Bangladesh,small
2015-11-17 00:00:00,-1.1161,35.8736,Kenya,medium
2007-09-06 00:00:00,29.5833,80.2167,India,large
2014-05-17 00:00:00,42.7204,44.5015,Georgia,medium
2008-12-17 00:00:00,33.023,-117.105,United States,small
2013-03-25 00:00:00,-6.622,106.7161,Indonesia,large
2015-04-09 00:00:00,33.4418,-117.6454,United States,small
2008-04-19 00:00:00,54.417,13.4343,Germany,medium
2013-05-08 00:00:00,35.3884,-83.4985,United States,medium
2012-12-27 00:00:00,13.3201,123.5841,Philippines,medium
2007-03-22 00:00:00,40.5175,-81.4305,United States,small
2010-04-06 09:00:00,44.6635,-123.949,United States,medium
2013-01-16 00:00:00,36.5539,-83.9789,United States,medium
2015-12-09 00:00:00,42.4149,-124.4205,United States,small
2007-03-26 00:00:00,15.4508,43.9605,Yemen,medium
2017-06-29 13:10:00,32.76390852,77.28272548,,medium
2013-01-18 00:00:00,35.5278,-83.0992,United States,medium
2014-06-19 09:00:00,48.2264,-114.3032,United States,small
2007-07-26 00:00:00,25.38,91.88,India,medium
2011-06-22 00:00:00,50.4546,-104.6071,Canada,medium
2009-05-18 00:00:00,7.2,126.046,Philippines,large
2007-12-16 00:00:00,34.93977198,76.83270934,India,medium
2013-03-03 00:00:00,-29.7736,151.1112,Australia,medium
2014-05-10 10:00:00,47.413,-122.0488,United States,medium
2015-12-08 00:00:00,47.5871,-121.9257,United States,small
2013-04-26 00:00:00,11.1954,-60.6764,Trinidad and Tobago,large
2015-08-17 00:00:00,28.2887,83.8974,Nepal,medium
2008-01-09 00:00:00,33.23738085,75.24528226,India,medium
2009-03-10 15:00:00,40.4427,-80.0342,United States,small
2008-02-28 00:00:00,-0.4635,-77.8928,Ecuador,medium
2016-01-21 09:20:00,47.8603,-122.3348,United States,small
2012-01-19 02:00:00,10.32,123.84,Philippines,medium
2007-01-19 00:00:00,29.3631,115.4786,China,medium
2008-01-16 17:30:00,4.4606,101.3941,Malaysia,medium
2010-01-08 00:00:00,44.5328,18.6705,Bosnia and Herzegovina,medium
2013-01-24 00:00:00,-5.4535,105.2666,Indonesia,medium
2008-06-06 00:00:00,-26.8494,152.8915,Australia,small
